FPR,TPR,FDR,NPrecision,NRecall,alpha,NTP,NTN,NFP,NFN,NTPR,NFPR,NACC,run,dim
5.0276520864756156e-05,0.0,1.0,0.0,0.0,0.1,0,19889,1,10,0.0,5.0276520864756156e-05,0.9994472361809045,0,200
5.0276520864756156e-05,0.0,1.0,0.0,0.0,0.15,0,19889,1,10,0.0,5.0276520864756156e-05,0.9994472361809045,0,200
0.00010055304172951231,0.1,0.6666666666666666,0.3333333333333333,0.1,0.2,1,19888,2,9,0.1,0.00010055304172951231,0.9994472361809045,0,200
0.00010055304172951231,0.1,0.6666666666666666,0.3333333333333333,0.1,0.25,1,19888,2,9,0.1,0.00010055304172951231,0.9994472361809045,0,200
0.00045248868778280545,0.2,0.8181818181818182,0.18181818181818182,0.2,0.3,2,19881,9,8,0.2,0.00045248868778280545,0.999145728643216,0,200
0.0014077425842131724,0.2,0.9333333333333333,0.06666666666666667,0.2,0.35,2,19862,28,8,0.2,0.0014077425842131724,0.9981909547738693,0,200
0.002011060834590246,0.2,0.9523809523809523,0.047619047619047616,0.2,0.4,2,19850,40,8,0.2,0.002011060834590246,0.9975879396984925,0,200
0.00261437908496732,0.3,0.9454545454545454,0.05454545454545454,0.3,0.45,3,19838,52,7,0.3,0.00261437908496732,0.9970351758793969,0,200
0.0036199095022624436,0.4,0.9473684210526315,0.05263157894736842,0.4,0.5,4,19818,72,6,0.4,0.0036199095022624436,0.9960804020100502,0,200
0.009502262443438913,0.5,0.9742268041237113,0.02577319587628866,0.5,0.55,5,19701,189,5,0.5,0.009502262443438913,0.9902512562814071,0,200
0.013474107591754651,0.5,0.9816849816849816,0.018315018315018316,0.5,0.6,5,19622,268,5,0.5,0.013474107591754651,0.9862814070351759,0,200
0.016189039718451485,0.6,0.9817073170731707,0.018292682926829267,0.6,0.65,6,19568,322,4,0.6,0.016189039718451485,0.9836180904522613,0,200
0.019658119658119658,0.6,0.9848866498740554,0.015113350125944584,0.6,0.7,6,19499,391,4,0.6,0.019658119658119658,0.9801507537688442,0,200
