FPR,TPR,FDR,NPrecision,NRecall,alpha,NTP,NTN,NFP,NFN,NTPR,NFPR,NACC,diffnetfinder_sec,run,dim
5.0276520864756156e-05,0.4,0.2,0.8,0.4,0.05,4,19889,1,6,0.4,5.0276520864756156e-05,0.9996482412060301,513.6552824999671,0,200
5.0276520864756156e-05,0.4,0.2,0.8,0.4,0.1,4,19889,1,6,0.4,5.0276520864756156e-05,0.9996482412060301,513.6552824999671,0,200
5.0276520864756156e-05,0.4,0.2,0.8,0.4,0.15,4,19889,1,6,0.4,5.0276520864756156e-05,0.9996482412060301,513.6552824999671,0,200
5.0276520864756156e-05,0.6,0.14285714285714285,0.8571428571428571,0.6,0.2,6,19889,1,4,0.6,5.0276520864756156e-05,0.999748743718593,513.6552824999671,0,200
0.00010055304172951231,0.6,0.25,0.75,0.6,0.25,6,19888,2,4,0.6,0.00010055304172951231,0.9996984924623116,513.6552824999671,0,200
0.00010055304172951231,0.6,0.25,0.75,0.6,0.3,6,19888,2,4,0.6,0.00010055304172951231,0.9996984924623116,513.6552824999671,0,200
0.00045248868778280545,0.7,0.5625,0.4375,0.7,0.35,7,19881,9,3,0.7,0.00045248868778280545,0.9993969849246231,513.6552824999671,0,200
0.0006033182503770739,0.7,0.631578947368421,0.3684210526315789,0.7,0.4,7,19878,12,3,0.7,0.0006033182503770739,0.9992462311557789,513.6552824999671,0,200
0.001005530417295123,0.8,0.7142857142857143,0.2857142857142857,0.8,0.45,8,19870,20,2,0.8,0.001005530417295123,0.9988944723618091,513.6552824999671,0,200
0.001005530417295123,0.8,0.7142857142857143,0.2857142857142857,0.8,0.5,8,19870,20,2,0.8,0.001005530417295123,0.9988944723618091,513.6552824999671,0,200
0.0010558069381598793,0.8,0.7241379310344828,0.27586206896551724,0.8,0.55,8,19869,21,2,0.8,0.0010558069381598793,0.9988442211055276,513.6552824999671,0,200
0.001256913021618904,0.8,0.7575757575757576,0.24242424242424243,0.8,0.6,8,19865,25,2,0.8,0.001256913021618904,0.998643216080402,513.6552824999671,0,200
0.001558572146807441,0.9,0.775,0.225,0.9,0.65,9,19859,31,1,0.9,0.001558572146807441,0.998391959798995,513.6552824999671,0,200
0.0024132730015082957,0.9,0.8421052631578947,0.15789473684210525,0.9,0.7,9,19842,48,1,0.9,0.0024132730015082957,0.997537688442211,513.6552824999671,0,200
0.002865761689291101,0.9,0.8636363636363636,0.13636363636363635,0.9,0.75,9,19833,57,1,0.9,0.002865761689291101,0.9970854271356784,513.6552824999671,0,200
0.0029160382101558573,0.9,0.8656716417910447,0.13432835820895522,0.9,0.8,9,19832,58,1,0.9,0.0029160382101558573,0.9970351758793969,513.6552824999671,0,200
0.005982905982905983,0.9,0.9296875,0.0703125,0.9,0.85,9,19771,119,1,0.9,0.005982905982905983,0.9939698492462311,513.6552824999671,0,200
0.02006033182503771,0.9,0.9779411764705882,0.022058823529411766,0.9,0.9,9,19491,399,1,0.9,0.02006033182503771,0.9798994974874372,513.6552824999671,0,200
0.17571644042232276,1.0,0.9971469329529244,0.0028530670470756064,1.0,0.95,10,16395,3495,0,1.0,0.17571644042232276,0.8243718592964824,513.6552824999671,0,200
0.9984917043740573,1.0,0.9994967287367891,0.0005032712632108706,1.0,1.0,10,30,19860,0,1.0,0.9984917043740573,0.0020100502512562816,513.6552824999671,0,200
0.0,0.4,0.0,1.0,0.4,0.05,4,19890,0,6,0.4,0.0,0.9996984924623116,518.2922465999145,1,200
0.0,0.4,0.0,1.0,0.4,0.1,4,19890,0,6,0.4,0.0,0.9996984924623116,518.2922465999145,1,200
0.0,0.4,0.0,1.0,0.4,0.15,4,19890,0,6,0.4,0.0,0.9996984924623116,518.2922465999145,1,200
0.00015082956259426848,0.4,0.42857142857142855,0.5714285714285714,0.4,0.2,4,19887,3,6,0.4,0.00015082956259426848,0.9995477386934674,518.2922465999145,1,200
0.00020110608345902463,0.4,0.5,0.5,0.4,0.25,4,19886,4,6,0.4,0.00020110608345902463,0.9994974874371859,518.2922465999145,1,200
0.00020110608345902463,0.4,0.5,0.5,0.4,0.3,4,19886,4,6,0.4,0.00020110608345902463,0.9994974874371859,518.2922465999145,1,200
0.0003519356460532931,0.4,0.6363636363636364,0.36363636363636365,0.4,0.35,4,19883,7,6,0.4,0.0003519356460532931,0.9993467336683417,518.2922465999145,1,200
0.0003519356460532931,0.4,0.6363636363636364,0.36363636363636365,0.4,0.4,4,19883,7,6,0.4,0.0003519356460532931,0.9993467336683417,518.2922465999145,1,200
0.00045248868778280545,0.5,0.6428571428571429,0.35714285714285715,0.5,0.45,5,19881,9,5,0.5,0.00045248868778280545,0.9992964824120603,518.2922465999145,1,200
0.0005530417295123177,0.5,0.6875,0.3125,0.5,0.5,5,19879,11,5,0.5,0.0005530417295123177,0.9991959798994975,518.2922465999145,1,200
0.0005530417295123177,0.5,0.6875,0.3125,0.5,0.55,5,19879,11,5,0.5,0.0005530417295123177,0.9991959798994975,518.2922465999145,1,200
0.0005530417295123177,0.5,0.6875,0.3125,0.5,0.6,5,19879,11,5,0.5,0.0005530417295123177,0.9991959798994975,518.2922465999145,1,200
