FPR,TPR,FDR,NPrecision,NRecall,alpha,NTP,NTN,NFP,NFN,NTPR,NFPR,NACC,diffnetfinder_sec,run,dim
5.0276520864756156e-05,0.4,0.2,0.8,0.4,0.05,4,19889,1,6,0.4,5.0276520864756156e-05,0.9996482412060301,516.0553309000097,0,200
5.0276520864756156e-05,0.4,0.2,0.8,0.4,0.1,4,19889,1,6,0.4,5.0276520864756156e-05,0.9996482412060301,516.0553309000097,0,200
5.0276520864756156e-05,0.4,0.2,0.8,0.4,0.15,4,19889,1,6,0.4,5.0276520864756156e-05,0.9996482412060301,516.0553309000097,0,200
5.0276520864756156e-05,0.6,0.14285714285714285,0.8571428571428571,0.6,0.2,6,19889,1,4,0.6,5.0276520864756156e-05,0.999748743718593,516.0553309000097,0,200
5.0276520864756156e-05,0.6,0.14285714285714285,0.8571428571428571,0.6,0.25,6,19889,1,4,0.6,5.0276520864756156e-05,0.999748743718593,516.0553309000097,0,200
0.00010055304172951231,0.7,0.2222222222222222,0.7777777777777778,0.7,0.3,7,19888,2,3,0.7,0.00010055304172951231,0.999748743718593,516.0553309000097,0,200
0.00010055304172951231,0.7,0.2222222222222222,0.7777777777777778,0.7,0.35,7,19888,2,3,0.7,0.00010055304172951231,0.999748743718593,516.0553309000097,0,200
0.00020110608345902463,0.7,0.36363636363636365,0.6363636363636364,0.7,0.4,7,19886,4,3,0.7,0.00020110608345902463,0.9996482412060301,516.0553309000097,0,200
0.000955253896430367,0.8,0.7037037037037037,0.2962962962962963,0.8,0.45,8,19871,19,2,0.8,0.000955253896430367,0.9989447236180905,516.0553309000097,0,200
0.001005530417295123,0.8,0.7142857142857143,0.2857142857142857,0.8,0.5,8,19870,20,2,0.8,0.001005530417295123,0.9988944723618091,516.0553309000097,0,200
0.0010558069381598793,0.8,0.7241379310344828,0.27586206896551724,0.8,0.55,8,19869,21,2,0.8,0.0010558069381598793,0.9988442211055276,516.0553309000097,0,200
0.0011563599798893917,0.8,0.7419354838709677,0.25806451612903225,0.8,0.6,8,19867,23,2,0.8,0.0011563599798893917,0.9987437185929648,516.0553309000097,0,200
0.0016591251885369532,0.9,0.7857142857142857,0.21428571428571427,0.9,0.65,9,19857,33,1,0.9,0.0016591251885369532,0.9982914572864322,516.0553309000097,0,200
0.0020613373554550026,0.9,0.82,0.18,0.9,0.7,9,19849,41,1,0.9,0.0020613373554550026,0.9978894472361809,516.0553309000097,0,200
0.002865761689291101,0.9,0.8636363636363636,0.13636363636363635,0.9,0.75,9,19833,57,1,0.9,0.002865761689291101,0.9970854271356784,516.0553309000097,0,200
