alpha,FPR,TPR,FDR,NPrecision,NRecall,diffnetfinder_sec,run,dim,NTP,NTN,NFP,NFN,NTPR,NFPR,NACC
0.1,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,44.542686300119385,9,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.15,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,44.542686300119385,9,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.2,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,44.542686300119385,9,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.25,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,44.542686300119385,9,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.3,0.00015082956259426848,1.0,0.23076923076923078,0.7692307692307693,1.0,44.542686300119385,9,200,10.0,19887.0,3.0,0.0,1.0,0.00015082956259426848,0.9998492462311558
0.35,0.00020110608345902463,1.0,0.2857142857142857,0.7142857142857143,1.0,44.542686300119385,9,200,10.0,19886.0,4.0,0.0,1.0,0.00020110608345902463,0.9997989949748743
0.4,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,44.542686300119385,9,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.45,0.00040221216691804925,1.0,0.4444444444444444,0.5555555555555556,1.0,44.542686300119385,9,200,10.0,19882.0,8.0,0.0,1.0,0.00040221216691804925,0.9995979899497487
0.5,0.00040221216691804925,1.0,0.4444444444444444,0.5555555555555556,1.0,44.542686300119385,9,200,10.0,19882.0,8.0,0.0,1.0,0.00040221216691804925,0.9995979899497487
0.55,0.0005530417295123177,1.0,0.5238095238095238,0.47619047619047616,1.0,44.542686300119385,9,200,10.0,19879.0,11.0,0.0,1.0,0.0005530417295123177,0.9994472361809045
0.6,0.0007038712921065862,1.0,0.5833333333333334,0.4166666666666667,1.0,44.542686300119385,9,200,10.0,19876.0,14.0,0.0,1.0,0.0007038712921065862,0.9992964824120603
0.65,0.0008044243338360985,1.0,0.6153846153846154,0.38461538461538464,1.0,44.542686300119385,9,200,10.0,19874.0,16.0,0.0,1.0,0.0008044243338360985,0.9991959798994975
0.7,0.0011060834590246355,1.0,0.6875,0.3125,1.0,44.542686300119385,9,200,10.0,19868.0,22.0,0.0,1.0,0.0011060834590246355,0.9988944723618091
0.75,0.001558572146807441,1.0,0.7560975609756098,0.24390243902439024,1.0,44.542686300119385,9,200,10.0,19859.0,31.0,0.0,1.0,0.001558572146807441,0.9984422110552764
0.8,0.001558572146807441,1.0,0.7560975609756098,0.24390243902439024,1.0,44.542686300119385,9,200,10.0,19859.0,31.0,0.0,1.0,0.001558572146807441,0.9984422110552764
0.85,0.0034690799396681748,1.0,0.8734177215189873,0.12658227848101267,1.0,44.542686300119385,9,200,10.0,19821.0,69.0,0.0,1.0,0.0034690799396681748,0.996532663316583
0.9,0.003770739064856712,1.0,0.8823529411764706,0.11764705882352941,1.0,44.542686300119385,9,200,10.0,19815.0,75.0,0.0,1.0,0.003770739064856712,0.9962311557788944
0.95,0.02287581699346405,1.0,0.978494623655914,0.021505376344086023,1.0,44.542686300119385,9,200,10.0,19435.0,455.0,0.0,1.0,0.02287581699346405,0.9771356783919598
1.0,0.9984917043740573,1.0,0.9994967287367891,0.0005032712632108706,1.0,44.542686300119385,9,200,10.0,30.0,19860.0,0.0,1.0,0.9984917043740573,0.0020100502512562816
0.05,0.0,1.0,0.0,1.0,1.0,43.87043310003355,10,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.1,0.0,1.0,0.0,1.0,1.0,43.87043310003355,10,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.15,0.0,1.0,0.0,1.0,1.0,43.87043310003355,10,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.2,0.0,1.0,0.0,1.0,1.0,43.87043310003355,10,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.25,0.0,1.0,0.0,1.0,1.0,43.87043310003355,10,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.3,0.0,1.0,0.0,1.0,1.0,43.87043310003355,10,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.35,0.0,1.0,0.0,1.0,1.0,43.87043310003355,10,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.4,0.0,1.0,0.0,1.0,1.0,43.87043310003355,10,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.45,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,43.87043310003355,10,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.5,0.00020110608345902463,1.0,0.2857142857142857,0.7142857142857143,1.0,43.87043310003355,10,200,10.0,19886.0,4.0,0.0,1.0,0.00020110608345902463,0.9997989949748743
0.55,0.0005027652086475615,1.0,0.5,0.5,1.0,43.87043310003355,10,200,10.0,19880.0,10.0,0.0,1.0,0.0005027652086475615,0.9994974874371859
0.6,0.0005530417295123177,1.0,0.5238095238095238,0.47619047619047616,1.0,43.87043310003355,10,200,10.0,19879.0,11.0,0.0,1.0,0.0005530417295123177,0.9994472361809045
0.65,0.0008044243338360985,1.0,0.6153846153846154,0.38461538461538464,1.0,43.87043310003355,10,200,10.0,19874.0,16.0,0.0,1.0,0.0008044243338360985,0.9991959798994975
0.7,0.0017596782302664656,1.0,0.7777777777777778,0.2222222222222222,1.0,43.87043310003355,10,200,10.0,19855.0,35.0,0.0,1.0,0.0017596782302664656,0.9982412060301508
0.75,0.0018099547511312218,1.0,0.782608695652174,0.21739130434782608,1.0,43.87043310003355,10,200,10.0,19854.0,36.0,0.0,1.0,0.0018099547511312218,0.9981909547738693
0.8,0.00196078431372549,1.0,0.7959183673469388,0.20408163265306123,1.0,43.87043310003355,10,200,10.0,19851.0,39.0,0.0,1.0,0.00196078431372549,0.9980402010050251
0.85,0.0024132730015082957,1.0,0.8275862068965517,0.1724137931034483,1.0,43.87043310003355,10,200,10.0,19842.0,48.0,0.0,1.0,0.0024132730015082957,0.9975879396984925
0.9,0.0037204625439919555,1.0,0.8809523809523809,0.11904761904761904,1.0,43.87043310003355,10,200,10.0,19816.0,74.0,0.0,1.0,0.0037204625439919555,0.9962814070351759
0.95,0.007440925087983911,1.0,0.9367088607594937,0.06329113924050633,1.0,43.87043310003355,10,200,10.0,19742.0,148.0,0.0,1.0,0.007440925087983911,0.9925628140703517
1.0,0.9984414278531926,1.0,0.9994967034073179,0.0005032965926820676,1.0,43.87043310003355,10,200,10.0,31.0,19859.0,0.0,1.0,0.9984414278531926,0.0020603015075376886
0.05,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,44.20240549999289,11,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.1,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,44.20240549999289,11,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.15,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,44.20240549999289,11,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.2,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,44.20240549999289,11,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.25,0.00020110608345902463,1.0,0.2857142857142857,0.7142857142857143,1.0,44.20240549999289,11,200,10.0,19886.0,4.0,0.0,1.0,0.00020110608345902463,0.9997989949748743
0.3,0.00020110608345902463,1.0,0.2857142857142857,0.7142857142857143,1.0,44.20240549999289,11,200,10.0,19886.0,4.0,0.0,1.0,0.00020110608345902463,0.9997989949748743
0.35,0.00045248868778280545,1.0,0.47368421052631576,0.5263157894736842,1.0,44.20240549999289,11,200,10.0,19881.0,9.0,0.0,1.0,0.00045248868778280545,0.9995477386934674
0.4,0.00045248868778280545,1.0,0.47368421052631576,0.5263157894736842,1.0,44.20240549999289,11,200,10.0,19881.0,9.0,0.0,1.0,0.00045248868778280545,0.9995477386934674
0.45,0.00045248868778280545,1.0,0.47368421052631576,0.5263157894736842,1.0,44.20240549999289,11,200,10.0,19881.0,9.0,0.0,1.0,0.00045248868778280545,0.9995477386934674
0.5,0.0009049773755656109,1.0,0.6428571428571429,0.35714285714285715,1.0,44.20240549999289,11,200,10.0,19872.0,18.0,0.0,1.0,0.0009049773755656109,0.9990954773869347
0.55,0.0009049773755656109,1.0,0.6428571428571429,0.35714285714285715,1.0,44.20240549999289,11,200,10.0,19872.0,18.0,0.0,1.0,0.0009049773755656109,0.9990954773869347
0.6,0.0012066365007541479,1.0,0.7058823529411765,0.29411764705882354,1.0,44.20240549999289,11,200,10.0,19866.0,24.0,0.0,1.0,0.0012066365007541479,0.9987939698492462
0.65,0.0017596782302664656,1.0,0.7777777777777778,0.2222222222222222,1.0,44.20240549999289,11,200,10.0,19855.0,35.0,0.0,1.0,0.0017596782302664656,0.9982412060301508
0.7,0.0017596782302664656,1.0,0.7777777777777778,0.2222222222222222,1.0,44.20240549999289,11,200,10.0,19855.0,35.0,0.0,1.0,0.0017596782302664656,0.9982412060301508
0.75,0.0017596782302664656,1.0,0.7777777777777778,0.2222222222222222,1.0,44.20240549999289,11,200,10.0,19855.0,35.0,0.0,1.0,0.0017596782302664656,0.9982412060301508
0.8,0.0027149321266968325,1.0,0.84375,0.15625,1.0,44.20240549999289,11,200,10.0,19836.0,54.0,0.0,1.0,0.0027149321266968325,0.997286432160804
0.85,0.006083459024635495,1.0,0.9236641221374046,0.07633587786259542,1.0,44.20240549999289,11,200,10.0,19769.0,121.0,0.0,1.0,0.006083459024635495,0.9939195979899498
0.9,0.009954751131221719,1.0,0.9519230769230769,0.04807692307692308,1.0,44.20240549999289,11,200,10.0,19692.0,198.0,0.0,1.0,0.009954751131221719,0.9900502512562814
0.95,0.032679738562091505,1.0,0.9848484848484849,0.015151515151515152,1.0,44.20240549999289,11,200,10.0,19240.0,650.0,0.0,1.0,0.032679738562091505,0.9673366834170855
1.0,0.9963298139768728,1.0,0.999495637262319,0.0005043627376809402,1.0,44.20240549999289,11,200,10.0,73.0,19817.0,0.0,1.0,0.9963298139768728,0.004170854271356784
0.05,0.0,1.0,0.0,1.0,1.0,45.04623580002226,12,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.1,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,45.04623580002226,12,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.15,0.00015082956259426848,1.0,0.23076923076923078,0.7692307692307693,1.0,45.04623580002226,12,200,10.0,19887.0,3.0,0.0,1.0,0.00015082956259426848,0.9998492462311558
0.2,0.00015082956259426848,1.0,0.23076923076923078,0.7692307692307693,1.0,45.04623580002226,12,200,10.0,19887.0,3.0,0.0,1.0,0.00015082956259426848,0.9998492462311558
0.25,0.00020110608345902463,1.0,0.2857142857142857,0.7142857142857143,1.0,45.04623580002226,12,200,10.0,19886.0,4.0,0.0,1.0,0.00020110608345902463,0.9997989949748743
0.3,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,45.04623580002226,12,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.35,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,45.04623580002226,12,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.4,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,45.04623580002226,12,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.45,0.0003519356460532931,1.0,0.4117647058823529,0.5882352941176471,1.0,45.04623580002226,12,200,10.0,19883.0,7.0,0.0,1.0,0.0003519356460532931,0.9996482412060301
0.5,0.00045248868778280545,1.0,0.47368421052631576,0.5263157894736842,1.0,45.04623580002226,12,200,10.0,19881.0,9.0,0.0,1.0,0.00045248868778280545,0.9995477386934674
0.55,0.0005027652086475615,1.0,0.5,0.5,1.0,45.04623580002226,12,200,10.0,19880.0,10.0,0.0,1.0,0.0005027652086475615,0.9994974874371859
0.6,0.0016591251885369532,1.0,0.7674418604651163,0.23255813953488372,1.0,45.04623580002226,12,200,10.0,19857.0,33.0,0.0,1.0,0.0016591251885369532,0.9983417085427135
0.65,0.0020613373554550026,1.0,0.803921568627451,0.19607843137254902,1.0,45.04623580002226,12,200,10.0,19849.0,41.0,0.0,1.0,0.0020613373554550026,0.9979396984924623
0.7,0.003569632981397687,1.0,0.8765432098765432,0.12345679012345678,1.0,45.04623580002226,12,200,10.0,19819.0,71.0,0.0,1.0,0.003569632981397687,0.9964321608040201
0.75,0.0057817998994469585,1.0,0.92,0.08,1.0,45.04623580002226,12,200,10.0,19775.0,115.0,0.0,1.0,0.0057817998994469585,0.9942211055276382
0.8,0.007642031171442936,1.0,0.9382716049382716,0.06172839506172839,1.0,45.04623580002226,12,200,10.0,19738.0,152.0,0.0,1.0,0.007642031171442936,0.9923618090452261
0.85,0.00904977375565611,1.0,0.9473684210526315,0.05263157894736842,1.0,45.04623580002226,12,200,10.0,19710.0,180.0,0.0,1.0,0.00904977375565611,0.9909547738693467
0.9,0.023378582202111614,1.0,0.9789473684210527,0.021052631578947368,1.0,45.04623580002226,12,200,10.0,19425.0,465.0,0.0,1.0,0.023378582202111614,0.9766331658291457
0.95,0.03298139768728004,1.0,0.984984984984985,0.015015015015015015,1.0,45.04623580002226,12,200,10.0,19234.0,656.0,0.0,1.0,0.03298139768728004,0.967035175879397
1.0,0.9946706887883359,1.0,0.9994947964029504,0.000505203597049611,1.0,45.04623580002226,12,200,10.0,106.0,19784.0,0.0,1.0,0.9946706887883359,0.005829145728643216
0.05,0.0,1.0,0.0,1.0,1.0,44.99178000004031,13,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.1,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,44.99178000004031,13,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.15,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,44.99178000004031,13,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.2,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,44.99178000004031,13,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.25,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,44.99178000004031,13,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.3,0.00015082956259426848,1.0,0.23076923076923078,0.7692307692307693,1.0,44.99178000004031,13,200,10.0,19887.0,3.0,0.0,1.0,0.00015082956259426848,0.9998492462311558
0.35,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,44.99178000004031,13,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.4,0.00040221216691804925,1.0,0.4444444444444444,0.5555555555555556,1.0,44.99178000004031,13,200,10.0,19882.0,8.0,0.0,1.0,0.00040221216691804925,0.9995979899497487
0.45,0.00040221216691804925,1.0,0.4444444444444444,0.5555555555555556,1.0,44.99178000004031,13,200,10.0,19882.0,8.0,0.0,1.0,0.00040221216691804925,0.9995979899497487
0.5,0.0005027652086475615,1.0,0.5,0.5,1.0,44.99178000004031,13,200,10.0,19880.0,10.0,0.0,1.0,0.0005027652086475615,0.9994974874371859
0.55,0.0005530417295123177,1.0,0.5238095238095238,0.47619047619047616,1.0,44.99178000004031,13,200,10.0,19879.0,11.0,0.0,1.0,0.0005530417295123177,0.9994472361809045
0.6,0.00065359477124183,1.0,0.5652173913043478,0.43478260869565216,1.0,44.99178000004031,13,200,10.0,19877.0,13.0,0.0,1.0,0.00065359477124183,0.9993467336683417
0.65,0.0008547008547008547,1.0,0.6296296296296297,0.37037037037037035,1.0,44.99178000004031,13,200,10.0,19873.0,17.0,0.0,1.0,0.0008547008547008547,0.999145728643216
0.7,0.002011060834590246,1.0,0.8,0.2,1.0,44.99178000004031,13,200,10.0,19850.0,40.0,0.0,1.0,0.002011060834590246,0.9979899497487437
0.75,0.0020613373554550026,1.0,0.803921568627451,0.19607843137254902,1.0,44.99178000004031,13,200,10.0,19849.0,41.0,0.0,1.0,0.0020613373554550026,0.9979396984924623
0.8,0.002161890397184515,1.0,0.8113207547169812,0.18867924528301888,1.0,44.99178000004031,13,200,10.0,19847.0,43.0,0.0,1.0,0.002161890397184515,0.9978391959798995
0.85,0.0036701860231271996,1.0,0.8795180722891566,0.12048192771084337,1.0,44.99178000004031,13,200,10.0,19817.0,73.0,0.0,1.0,0.0036701860231271996,0.9963316582914573
0.9,0.006435394670688788,1.0,0.927536231884058,0.07246376811594203,1.0,44.99178000004031,13,200,10.0,19762.0,128.0,0.0,1.0,0.006435394670688788,0.9935678391959799
0.95,0.007088989441930618,1.0,0.9337748344370861,0.06622516556291391,1.0,44.99178000004031,13,200,10.0,19749.0,141.0,0.0,1.0,0.007088989441930618,0.9929145728643216
1.0,0.998340874811463,1.0,0.9994966527407259,0.0005033472592741732,1.0,44.99178000004031,13,200,10.0,33.0,19857.0,0.0,1.0,0.998340874811463,0.0021608040201005025
0.05,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,43.412737200036645,14,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.1,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,43.412737200036645,14,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.15,5.0276520864756156e-05,1.0,0.09090909090909091,0.9090909090909091,1.0,43.412737200036645,14,200,10.0,19889.0,1.0,0.0,1.0,5.0276520864756156e-05,0.9999497487437186
0.2,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,43.412737200036645,14,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.25,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,43.412737200036645,14,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.3,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,43.412737200036645,14,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.35,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,43.412737200036645,14,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.4,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,43.412737200036645,14,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.45,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,43.412737200036645,14,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.5,0.00015082956259426848,1.0,0.23076923076923078,0.7692307692307693,1.0,43.412737200036645,14,200,10.0,19887.0,3.0,0.0,1.0,0.00015082956259426848,0.9998492462311558
0.55,0.00015082956259426848,1.0,0.23076923076923078,0.7692307692307693,1.0,43.412737200036645,14,200,10.0,19887.0,3.0,0.0,1.0,0.00015082956259426848,0.9998492462311558
0.6,0.00020110608345902463,1.0,0.2857142857142857,0.7142857142857143,1.0,43.412737200036645,14,200,10.0,19886.0,4.0,0.0,1.0,0.00020110608345902463,0.9997989949748743
0.65,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,43.412737200036645,14,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.7,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,43.412737200036645,14,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.75,0.00040221216691804925,1.0,0.4444444444444444,0.5555555555555556,1.0,43.412737200036645,14,200,10.0,19882.0,8.0,0.0,1.0,0.00040221216691804925,0.9995979899497487
0.8,0.0014077425842131724,1.0,0.7368421052631579,0.2631578947368421,1.0,43.412737200036645,14,200,10.0,19862.0,28.0,0.0,1.0,0.0014077425842131724,0.9985929648241206
0.85,0.0014077425842131724,1.0,0.7368421052631579,0.2631578947368421,1.0,43.412737200036645,14,200,10.0,19862.0,28.0,0.0,1.0,0.0014077425842131724,0.9985929648241206
0.9,0.0033182503770739064,1.0,0.868421052631579,0.13157894736842105,1.0,43.412737200036645,14,200,10.0,19824.0,66.0,0.0,1.0,0.0033182503770739064,0.9966834170854272
0.95,0.02342885872297637,1.0,0.9789915966386554,0.02100840336134454,1.0,43.412737200036645,14,200,10.0,19424.0,466.0,0.0,1.0,0.02342885872297637,0.9765829145728643
1.0,0.9982905982905983,1.0,0.9994966274036041,0.0005033725963958522,1.0,43.412737200036645,14,200,10.0,34.0,19856.0,0.0,1.0,0.9982905982905983,0.0022110552763819095
0.05,0.0,1.0,0.0,1.0,1.0,43.7524904999882,15,200,10.0,19890.0,0.0,0.0,1.0,0.0,1.0
0.1,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,43.7524904999882,15,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.15,0.00010055304172951231,1.0,0.16666666666666666,0.8333333333333334,1.0,43.7524904999882,15,200,10.0,19888.0,2.0,0.0,1.0,0.00010055304172951231,0.9998994974874372
0.2,0.00020110608345902463,1.0,0.2857142857142857,0.7142857142857143,1.0,43.7524904999882,15,200,10.0,19886.0,4.0,0.0,1.0,0.00020110608345902463,0.9997989949748743
0.25,0.00045248868778280545,1.0,0.47368421052631576,0.5263157894736842,1.0,43.7524904999882,15,200,10.0,19881.0,9.0,0.0,1.0,0.00045248868778280545,0.9995477386934674
0.3,0.0007541478129713424,1.0,0.6,0.4,1.0,43.7524904999882,15,200,10.0,19875.0,15.0,0.0,1.0,0.0007541478129713424,0.9992462311557789
0.35,0.0008044243338360985,1.0,0.6153846153846154,0.38461538461538464,1.0,43.7524904999882,15,200,10.0,19874.0,16.0,0.0,1.0,0.0008044243338360985,0.9991959798994975
0.4,0.0008044243338360985,1.0,0.6153846153846154,0.38461538461538464,1.0,43.7524904999882,15,200,10.0,19874.0,16.0,0.0,1.0,0.0008044243338360985,0.9991959798994975
0.45,0.0010558069381598793,1.0,0.6774193548387096,0.3225806451612903,1.0,43.7524904999882,15,200,10.0,19869.0,21.0,0.0,1.0,0.0010558069381598793,0.9989447236180905
0.5,0.0011060834590246355,1.0,0.6875,0.3125,1.0,43.7524904999882,15,200,10.0,19868.0,22.0,0.0,1.0,0.0011060834590246355,0.9988944723618091
0.55,0.001558572146807441,1.0,0.7560975609756098,0.24390243902439024,1.0,43.7524904999882,15,200,10.0,19859.0,31.0,0.0,1.0,0.001558572146807441,0.9984422110552764
0.6,0.001608848667672197,1.0,0.7619047619047619,0.23809523809523808,1.0,43.7524904999882,15,200,10.0,19858.0,32.0,0.0,1.0,0.001608848667672197,0.998391959798995
0.65,0.0016591251885369532,1.0,0.7674418604651163,0.23255813953488372,1.0,43.7524904999882,15,200,10.0,19857.0,33.0,0.0,1.0,0.0016591251885369532,0.9983417085427135
0.7,0.0017094017094017094,1.0,0.7727272727272727,0.22727272727272727,1.0,43.7524904999882,15,200,10.0,19856.0,34.0,0.0,1.0,0.0017094017094017094,0.9982914572864322
0.75,0.0017596782302664656,1.0,0.7777777777777778,0.2222222222222222,1.0,43.7524904999882,15,200,10.0,19855.0,35.0,0.0,1.0,0.0017596782302664656,0.9982412060301508
0.8,0.0017596782302664656,1.0,0.7777777777777778,0.2222222222222222,1.0,43.7524904999882,15,200,10.0,19855.0,35.0,0.0,1.0,0.0017596782302664656,0.9982412060301508
0.85,0.0029663147310206132,1.0,0.855072463768116,0.14492753623188406,1.0,43.7524904999882,15,200,10.0,19831.0,59.0,0.0,1.0,0.0029663147310206132,0.9970351758793969
0.9,0.02197083961789844,1.0,0.9776286353467561,0.02237136465324385,1.0,43.7524904999882,15,200,10.0,19453.0,437.0,0.0,1.0,0.02197083961789844,0.9780402010050251
0.95,0.034640522875816995,1.0,0.9856938483547926,0.01430615164520744,1.0,43.7524904999882,15,200,10.0,19201.0,689.0,0.0,1.0,0.034640522875816995,0.9653768844221106
1.0,0.9981900452488688,1.0,0.9994965767217077,0.0005034232782923883,1.0,43.7524904999882,15,200,10.0,36.0,19854.0,0.0,1.0,0.9981900452488688,0.0023115577889447235
0.05,0.00015082956259426848,1.0,0.23076923076923078,0.7692307692307693,1.0,44.37862329999916,16,200,10.0,19887.0,3.0,0.0,1.0,0.00015082956259426848,0.9998492462311558
0.1,0.00020110608345902463,1.0,0.2857142857142857,0.7142857142857143,1.0,44.37862329999916,16,200,10.0,19886.0,4.0,0.0,1.0,0.00020110608345902463,0.9997989949748743
0.15,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,44.37862329999916,16,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.2,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,44.37862329999916,16,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.25,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,44.37862329999916,16,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.3,0.00025138260432378077,1.0,0.3333333333333333,0.6666666666666666,1.0,44.37862329999916,16,200,10.0,19885.0,5.0,0.0,1.0,0.00025138260432378077,0.999748743718593
0.35,0.0008547008547008547,1.0,0.6296296296296297,0.37037037037037035,1.0,44.37862329999916,16,200,10.0,19873.0,17.0,0.0,1.0,0.0008547008547008547,0.999145728643216
0.4,0.001005530417295123,1.0,0.6666666666666666,0.3333333333333333,1.0,44.37862329999916,16,200,10.0,19870.0,20.0,0.0,1.0,0.001005530417295123,0.9989949748743718
0.45,0.0016591251885369532,1.0,0.7674418604651163,0.23255813953488372,1.0,44.37862329999916,16,200,10.0,19857.0,33.0,0.0,1.0,0.0016591251885369532,0.9983417085427135
0.5,0.0018602312719959778,1.0,0.7872340425531915,0.2127659574468085,1.0,44.37862329999916,16,200,10.0,19853.0,37.0,0.0,1.0,0.0018602312719959778,0.998140703517588
0.55,0.00196078431372549,1.0,0.7959183673469388,0.20408163265306123,1.0,44.37862329999916,16,200,10.0,19851.0,39.0,0.0,1.0,0.00196078431372549,0.9980402010050251
0.6,0.002212166918049271,1.0,0.8148148148148148,0.18518518518518517,1.0,44.37862329999916,16,200,10.0,19846.0,44.0,0.0,1.0,0.002212166918049271,0.9977889447236181
0.65,0.0022624434389140274,1.0,0.8181818181818182,0.18181818181818182,1.0,44.37862329999916,16,200,10.0,19845.0,45.0,0.0,1.0,0.0022624434389140274,0.9977386934673367
0.7,0.003569632981397687,1.0,0.8765432098765432,0.12345679012345678,1.0,44.37862329999916,16,200,10.0,19819.0,71.0,0.0,1.0,0.003569632981397687,0.9964321608040201
0.75,0.006686777275012569,1.0,0.9300699300699301,0.06993006993006994,1.0,44.37862329999916,16,200,10.0,19757.0,133.0,0.0,1.0,0.006686777275012569,0.9933165829145728
0.8,0.008295625942684766,1.0,0.9428571428571428,0.05714285714285714,1.0,44.37862329999916,16,200,10.0,19725.0,165.0,0.0,1.0,0.008295625942684766,0.9917085427135678
0.85,0.009250879839115133,1.0,0.9484536082474226,0.05154639175257732,1.0,44.37862329999916,16,200,10.0,19706.0,184.0,0.0,1.0,0.009250879839115133,0.9907537688442211
